name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Chain of Lakes Restroom,6919291330605723233,restroom,0,0,0,0,37.76797548977512,-122.50181865799595,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.501818658 37.76797549),1,Golden Gate Park,2024/09/04 01:18:59 PM,2025/03/01 09:05:55 AM
Bayview Gateway Park,6601007062272325826,drinking_water,1,1,0,0,37.74671,-122.38634,3rd & Cargo Way,San Francisco,CA,94124,,publicly_accessible,,,Daily,Near benches,port,POINT (-122.38634 37.74671),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Corona Heights Park - Drinking Fountain/Cooler,8683149347626563077,drinking_water,1,0,0,1,37.76530923000001,-122.44029271000001,122 States St,San Francisco,CA,94114,Corona Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440292722 37.765309173),8,Castro/Upper Market,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Lafayette Park - Drinking Fountain/Cooler,9079833556995053721,drinking_water,1,0,0,0,37.79101427,-122.42734389,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.4273439 37.791014216),2,Pacific Heights,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Nursery Restrooms,4544891072889627791,restroom,0,0,0,0,37.76823041384297,-122.46214572877334,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.462145729 37.768230414),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Bayfront Park ##2,812756095121936560,drinking_water,1,1,1,1,37.769266,-122.385705,"Terry A Francois Blvd, Mission Bay",San Francisco,CA,94158,,,,,,,port,POINT (-122.385705 37.769266),6,Mission Bay,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Laurel Hill Clubhouse,5792798905216035670,restroom,0,0,0,0,37.78369098827751,-122.4511354376156,251 Euclid Ave,San Francisco,CA,94118,Laurel Hill Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.451135438 37.783690988),2,Presidio Heights,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Washington & Hyde Mini Park - Drinking Fountain/Cooler,7829856307567203886,drinking_water,1,0,0,0,37.79403249,-122.41743067,1470 Washington St,San Francisco,CA,94109,Wash. & Hyde MP,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.417430683 37.79403244),3,Russian Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Drinking Fountain,5931616453319089424,drinking_water,1,0,0,0,37.76632519,-122.46658708999999,,San Francisco,CA,,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.466587099 37.76632514),7,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Merced Heights Clubhouse,9220700351671859647,restroom,0,0,0,0,37.71773927453103,-122.47015597688879,801 Shields St,San Francisco,CA,94132,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470155977 37.717739275),11,Oceanview/Merced/Ingleside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Alley of Humanitarian Drinking fountain,7473669793539039856,drinking_water,1,1,0,0,37.77256947,-122.46434063999999,,San Francisco,CA,,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.46434065 37.772569421),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Washington Square Restrooms,6250308910410204931,restroom,0,0,0,0,37.801064242552535,-122.41063428491249,600 Columbus Ave,San Francisco,CA,94133,Washington Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410634285 37.801064243),3,North Beach,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Drinking Fountain/Cooler,8488095972755365435,drinking_water,1,1,0,0,37.7515012,-122.42887882,,San Francisco,CA,,Noe Valley Town Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428878831 37.751501145),8,Noe Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mission Dolores Park - Drinking Fountain/Cooler,5567630140702737764,drinking_water,1,0,0,1,37.75945608,-122.42710371999999,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427103727 37.759456031),8,Castro/Upper Market,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,650686414796429012,restroom,0,0,0,0,37.76376981288262,-122.43858249636831,122 States St,San Francisco,CA,94114,States Street Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438582496 37.763769813),8,Castro/Upper Market,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Camp Mather - Drinking fountain,6895561022529716640,drinking_water,1,0,0,0,37.879441379999996,-119.8540079,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.854007906 37.879441332),,,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Patricia's Green in Hayes Valley - Drinking Fountain/Cooler,733896691271296364,drinking_water,1,1,0,0,37.7759467,-122.42445426,489 Hayes St,San Francisco,CA,94102,Patricia's Green in Hayes Valley,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.424454268 37.775946648),5,Hayes Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mission Pit Stop - Franklin Square Park in the parking lot adjacent to 300 Hampshire St.,7195330164682834754,restroom,0,0,0,0,37.765187,-122.4083365,Franklin Square Park in the parking lot adjacent to 300 Hampshire St.,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4083365 37.765187),9,Mission,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Boeddeker Clubhouse,6509048567539336556,restroom,0,0,0,0,37.784313315771854,-122.41181377502643,246 Eddy St,San Francisco,CA,94102,Father Alfred Boeddeker Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411813775 37.784313316),5,Tenderloin,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
525 Golden Gate,956935023348360657,drinking_water,0,1,0,0,37.7809272,-122.419371,525 Golden Gate,San Francisco,CA,94102,,limited_access,08:00:00,17:00:00,Weekdays,,puc,POINT (-122.419371 37.7809272),5,Tenderloin,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Shoreview Park - Drinking Fountain/Cooler,8932833623047348452,drinking_water,1,1,0,0,37.73177922000001,-122.3812578,1 Lillian St,San Francisco,CA,94124,Shoreview Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.381257806 37.731779173),10,Bayview Hunters Point,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
