name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
In Chan KaJaal Path Drinking fountain,1639983664002212285,drinking_water,1,0,0,0,37.76408455,-122.41599351999999,,San Francisco,CA,,In Chan Kaajal Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415993525 37.764084497),9,Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
SF SPCA,6928189952947179522,drinking_water,0,1,1,0,37.765617,-122.412366,255 Alabama St,San Francisco,CA,94103,,publicly_accessible,,,Daily,,puc,POINT (-122.412366 37.765617),9,Mission,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Drinking Fountain,3771773153208297311,drinking_water,1,1,0,0,37.71770235,-122.47036815,,San Francisco,CA,,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470368154 37.717702294),11,Oceanview/Merced/Ingleside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Upper Noe Rec Center,2337624681975054897,restroom,0,0,0,0,37.74244647159215,-122.42843387178414,295 Day St,San Francisco,CA,94131,Upper Noe Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428433872 37.742446472),8,Noe Valley,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Drinking fountain,4236494391971030314,drinking_water,1,1,0,0,37.77092973,-122.47696558,,San Francisco,CA,,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476965586 37.770929679),7,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 4 - Drinking Fountain/Cooler,3269707223120980721,drinking_water,1,0,0,0,37.77201687,-122.47114771000001,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.471147723 37.772016818),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Alioto Mini Park - Drinking Fountain,215603509856444384,drinking_water,1,0,0,0,37.7589939,-122.41823058,3460 20th St,San Francisco,CA,94110,Alioto Mini Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.41823059 37.758993853),9,Mission,2024/12/12 03:19:04 PM,2025/03/01 09:05:55 AM
Drinking Fountain/Cooler,1707604202756524197,drinking_water,1,0,0,1,37.73663641,-122.44061654000001,,San Francisco,CA,,Glen Canyon Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.440616551 37.736636359),8,Glen Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,2097687449800146040,restroom,0,0,0,0,37.79172382012726,-122.42815243343853,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428152433 37.79172382),2,Pacific Heights,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Fulton Playground - Drinking Fountain/Cooler,5158768580997503181,drinking_water,1,0,0,0,37.77352793,-122.4869876,855 27th Ave,San Francisco,CA,94121,Fulton Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.48698761 37.773527876),1,Outer Richmond,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Cabrillo Clubhouse,5261161722080981663,restroom,0,0,0,0,37.77310559016735,-122.49848816074777,851 38th Ave,San Francisco,CA,94121,Cabrillo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498488161 37.77310559),1,Outer Richmond,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,2256536259997880441,drinking_water,1,1,0,0,37.71509082,-122.45890729,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458907294 37.715090767),11,Oceanview/Merced/Ingleside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Lafayette Park - Drinking Fountain/Cooler,9114764941840782925,drinking_water,1,0,0,0,37.79131424,-122.42861961,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428619617 37.791314191),2,Pacific Heights,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Gilman Clubhouse,5040493411167008693,restroom,0,0,0,0,37.7168010634532,-122.38835499090985,993 Gilman Ave,San Francisco,CA,94124,Gilman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.388354991 37.716801063),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Parque Ninos Unidos Clubhouse,423313379263490907,restroom,0,0,0,0,37.754352377295625,-122.41391608902443,3070 23rd St,San Francisco,CA,94110,Parque Ninos Unidos,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.413916089 37.754352377),9,Mission,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
McLaren Mansell Clubhouse,4653891988982245606,restroom,0,0,0,0,37.719149523186175,-122.4126962340035,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412696234 37.719149523),9,McLaren Park,2024/10/24 12:11:10 PM,2025/03/01 09:05:55 AM
Richmond Playground - Drinking Fountain/Cooler,1826105761785423873,drinking_water,1,0,0,0,37.785211870000005,-122.47790052,149 18th Ave,San Francisco,CA,94121,Richmond Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477900525 37.785211819),1,Outer Richmond,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
SoMa Pit Stop - 6th and Jessie streets,3068022290488444456,restroom,0,0,0,0,37.7815472,-122.4092388,6th and Jessie streets,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4092388 37.7815472),6,South of Market,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Heron's Head Eco Center,8218204447177500715,restroom,0,0,0,0,37.739739593729915,-122.37539271248393,32 Jennings St,San Francisco,CA,94124,Heron's Head Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.375392712 37.739739594),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
24th & Mission,2599759550272697651,drinking_water,0,1,1,0,37.752333,-122.418141,3278 24th Street,San Francisco,CA,94110,,publicly_accessible,,,Daily,,puc,POINT (-122.418141 37.752333),9,Mission,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Angelo J. Rossi Playground - Drinking Fountain/Cooler,1506469300865846451,drinking_water,1,0,0,0,37.77799694,-122.45769442,600 Arguello Blvd,San Francisco,CA,94118,Angelo J. Rossi Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457694432 37.777996888),1,Lone Mountain/USF,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Tenderloin Pit Stop - 701 Ellis St. (at Larkin),6956680928895690187,restroom,0,0,0,0,37.7842471,-122.4177342,701 Ellis St. (at Larkin),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4177342 37.7842471),5,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,2471524683602976434,drinking_water,1,0,0,0,37.76699488,-122.45332846,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.453328467 37.766994833),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Marina Green West Restroom,2186057952105917473,restroom,0,0,0,0,37.80567366353541,-122.44826248305823,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.448262483 37.805673664),2,Marina,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,5639541939548623490,drinking_water,1,0,0,0,37.76699119,-122.45332948,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.453329484 37.766991134),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Food Pavilion,3689191516695009674,restroom,0,0,0,0,37.73247219967324,-122.37603821479243,900 Innes St,San Francisco,CA,94124,900 Innes,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.376038215 37.7324722),10,Bayview Hunters Point,2024/10/10 11:56:33 AM,2025/03/01 09:05:55 AM
Hayward Path Drinking Fountain,2166612845956990226,drinking_water,1,1,0,0,37.78074058,-122.42663065999999,,San Francisco,CA,,Margaret S.Hayward PG,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426630672 37.780740531),5,Western Addition,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Annex Restrooms,7379273592667316545,restroom,0,0,0,0,37.777987531028245,-122.45767116556969,600 Arguello Blvd,San Francisco,CA,94118,Angelo J. Rossi Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457671166 37.777987531),1,Lone Mountain/USF,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Fulton Clubhouse,5914464353027580566,restroom,0,0,0,0,37.77355496507794,-122.48688861878719,855 27th Ave,San Francisco,CA,94121,Fulton Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486888619 37.773554965),1,Outer Richmond,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Restroom,1106131345370136236,restroom,0,0,0,0,37.74353236081232,-122.48092128937846,2354 24th Ave,San Francisco,CA,94116,McCoppin Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.480921289 37.743532361),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
DiMaggio Path Drinking Fountain,4373518007282885684,drinking_water,1,0,0,0,37.80261305,-122.41204767,,San Francisco,CA,,Joe DiMaggio Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412047678 37.802612999),3,North Beach,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
McLaren Bike Muni Restroom,6153008481896635412,restroom,0,0,0,0,37.71408971379147,-122.42331647505156,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423316475 37.714089714),10,McLaren Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Alta Plaza Park - Drinking Fountain/Cooler,8567801137821416588,drinking_water,1,0,0,0,37.79118303,-122.43717433,2501 Jackson St,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.437174342 37.791182982),2,Pacific Heights,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Cayuga Clubhouse,3958142903091328013,restroom,0,0,0,0,37.71434069987213,-122.44983895970809,301 Naglee Ave,San Francisco,CA,94112,Cayuga Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44983896 37.7143407),11,Outer Mission,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Pier 70,2941591578252748830,restroom,0,0,0,0,37.76059,-122.38563,525 20th St,San Francisco,CA,94107,,limited_access,09:00:00,17:00:00,Daily,Inside building,port,POINT (-122.38563 37.76059),10,Potrero Hill,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Polo Field Restroom,4197991394385184674,restroom,0,0,0,0,37.766786536410606,-122.49279315543468,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.492793155 37.766786536),4,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Drinking Fountain/Cooler,9088182886381459811,drinking_water,1,0,0,0,37.760841940000006,-122.42756989,,San Francisco,CA,,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427569899 37.760841888),8,Castro/Upper Market,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
South Restrooms,709146778819532938,restroom,0,0,0,0,37.766805148049556,-122.4683584852519,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468358485 37.766805148),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Lake Merced Park - Drinking Fountain/Cooler,4843891343408355453,drinking_water,1,1,0,0,37.72594393,-122.49985018,1 Harding Rd,San Francisco,CA,94132,Lake Merced Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499850186 37.725943881),7,Lakeshore,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Pier 39,3249569504867891889,restroom,0,0,0,0,37.80914,-122.409882,2 Beach st,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 1 by Lids,port,POINT (-122.409882 37.80914),3,North Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Martin Luther King Jr Pool,8462497620449821810,restroom,0,0,0,0,37.72539339194417,-122.39337823570945,5701 3rd St,San Francisco,CA,94124,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393378236 37.725393392),10,Bayview Hunters Point,2024/08/20 06:25:03 PM,2025/03/01 09:05:55 AM
Drinking Fountain/Cooler,2353514024471933827,drinking_water,1,1,0,0,37.76398718,-122.39912815000001,,San Francisco,CA,,Jackson Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.399128158 37.763987133),10,Potrero Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Crocker Amazon Fieldhouse,903276712678038185,restroom,0,0,0,0,37.713562701693014,-122.43000619846528,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.430006198 37.713562702),11,Excelsior,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
India Basin Park,6500487953611878416,drinking_water,1,1,0,1,37.735292,-122.376172,"San Francisco Bay Trail, India Basin",San Francisco,CA,94124,,publicly_accessible,,,Daily,,port,POINT (-122.376172 37.735292),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
South Sunset Clubhouse,7164518970109990344,restroom,0,0,0,0,37.73806926327971,-122.49828821730263,2601 40th Ave,San Francisco,CA,94116,South Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498288217 37.738069263),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Mission Pit Stop - 3100 26th Street,8331964738456881686,restroom,0,0,0,0,37.749447,-122.4116183,3100 26th Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4116183 37.749447),9,Mission,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Palega Rec Center,1380573470462414493,restroom,0,0,0,0,37.729207014099,-122.4097418452673,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409741845 37.729207014),9,Portola,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Mission Rec Center - Drinking Fountain/Cooler,1239971004455109944,drinking_water,1,0,0,0,37.75812855,-122.41306199,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.413062002 37.758128501),9,Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Victoria Manalo Draves Park - Drinking Fountain/Cooler,5703939655902583772,drinking_water,1,0,0,0,37.777127019999995,-122.40618904,55 Sherman St,San Francisco,CA,94103,Victoria Manalo Draves Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406189044 37.777126965),6,South of Market,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Japanese Tea Garden Female Restroom,1976174855844772049,restroom,0,0,0,0,37.770514635076275,-122.46947015151655,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.469470152 37.770514635),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Youngblood-Coleman Playground - Drinking Fountain/Cooler,6746984766898090342,drinking_water,1,0,0,0,37.73918604,-122.38562639999999,1398 Hudson Ave,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.385626413 37.73918599),10,Bayview Hunters Point,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Matthew Boxer Stadium,8899937437357167847,restroom,0,0,0,0,37.72617621720311,-122.44515610209349,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.445156102 37.726176217),11,Outer Mission,2024/08/20 12:09:34 PM,2025/03/01 09:05:55 AM
Restrooms,5508388075150035682,restroom,0,0,0,0,37.794611401480445,-122.40563810471431,745 Kearny St,San Francisco,CA,94108,Portsmouth Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405638105 37.794611401),3,Chinatown,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Ball Diamond 1 Grandstand,4785327987590003465,restroom,0,0,0,0,37.71496823152588,-122.43189818017898,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43189818 37.714968232),11,Excelsior,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Mission Clubhouse,490680770581918428,restroom,0,0,0,0,37.75940474502767,-122.42242458308023,3555 19th St,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422424583 37.759404745),9,Mission,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Restroom,7640662122747861266,restroom,0,0,0,0,37.746283168602446,-122.43968177852058,1098 Douglass St,San Francisco,CA,94131,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.439681779 37.746283169),8,Noe Valley,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,2486624640236419123,drinking_water,1,0,0,0,37.77273831,-122.45794472,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457944731 37.772738257),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restroom,6039249465726437224,restroom,0,0,0,0,37.738337578210796,-122.48372258791242,2680 28th Ave,San Francisco,CA,94132,Parkside Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.483722588 37.738337578),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Restrooms,6586654064421355590,restroom,0,0,0,0,37.80129138272988,-122.41678430772167,1055 Greenwich St,San Francisco,CA,94133,Michelangelo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416784308 37.801291383),3,Russian Hill,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
J.P. Murphy Playground - Drinking Fountain/Cooler,8972167931162373613,drinking_water,1,0,0,0,37.75154545,-122.46518977000001,1960 9th Ave,San Francisco,CA,94116,J.P. Murphy Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465189783 37.751545398),7,Inner Sunset,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Jackson Clubhouse,5798803553978306037,restroom,0,0,0,0,37.76388493563467,-122.39892775694433,1645 17th St,San Francisco,CA,94107,Jackson Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.398927757 37.763884936),10,Potrero Hill,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Restroom,3674214510354941802,restroom,0,0,0,0,37.73307159776936,-122.382577828637,2 Willie B Kennedy Dr,San Francisco,CA,94124,Hilltop Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.382577829 37.733071598),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,628197441678563301,drinking_water,1,1,0,0,37.76735541,-122.50800819999999,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508008213 37.767355354),4,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Rec Center,8684433271334846443,restroom,0,0,0,0,37.71630766055233,-122.4574613171202,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457461317 37.716307661),11,Oceanview/Merced/Ingleside,2024/09/06 03:41:57 PM,2025/03/01 09:05:55 AM
Bottle filler,7738573487906612324,drinking_water,1,1,0,0,37.76918435,-122.50650309000001,,San Francisco,CA,,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.506503096 37.769184297),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,8101432552027504605,drinking_water,1,0,0,0,37.77023246,-122.4955183,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.495518309 37.770232413),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Presidio Wall Clubhouse,1155075361421330535,restroom,0,0,0,0,37.79126963424543,-122.45371329325805,3550 Pacific Ave,San Francisco,CA,94118,Presidio Wall Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.453713293 37.791269634),2,Presidio,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Pier 40,4462729660452543366,restroom,0,0,0,0,37.811076,-122.410559,2 Beach st,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 1 by Players Sports Grill & Arcade,port,POINT (-122.410559 37.811076),3,North Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Presidio Branch Library,3848458598906265461,drinking_water,1,0,0,0,37.788910970000074,-122.44485234499996,3150 Sacramento St,San Francisco,CA,94115,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.444852345 37.78891097),2,Pacific Heights,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
McCoppin Square Clubhouse,341541798497557024,restroom,0,0,0,0,37.743551594363424,-122.48070841032101,2354 24th Ave,San Francisco,CA,94116,McCoppin Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.48070841 37.743551594),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Sunnyside Playground Clubhouse,9055670515573099311,restroom,0,0,0,0,37.73370386440429,-122.4473554240948,233 Melrose Avenue,San Francisco,CA,94127,Sunnyside Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447355424 37.733703864),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Coffman Pool,5843567458386880828,restroom,0,0,0,0,37.71335158908368,-122.41572366681596,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415723667 37.713351589),10,McLaren Park,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Miraloma Playground - Drinking Fountain/Cooler,7354663311810959560,drinking_water,1,0,0,0,37.739104590000004,-122.44949347,25 Omar Way,San Francisco,CA,94127,Miraloma Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449493478 37.73910454),7,West of Twin Peaks,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Balboa Park - Drinking Fountain/Cooler,3524619958457802624,drinking_water,1,1,0,0,37.72582319,-122.44334099,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.443340996 37.725823137),11,Outer Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Administration Building,2762765205893670092,restroom,0,0,0,0,37.782315528202496,-122.4356163934808,1901 Geary Blvd,San Francisco,CA,94115,Raymond Kimball Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.435616393 37.782315528),5,Western Addition,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Oracle Park,4973141222634535716,restroom,1,0,0,0,37.778694,-122.387639,"Giants Promenade, 24 Willie Mays Plaza",San Francisco,CA,94107,,publicly_accessible,,,Special Events,Outside Seal Plaza,port,POINT (-122.387639 37.778694),6,Mission Bay,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Embarcadero Pit Stop - Embarcadero Plaza (JCDecaux),7227832692528728198,restroom,0,0,0,0,37.7946278,-122.394598,Embarcadero Plaza (JCDecaux),San Francisco,CA,,Embarcadero Plaza,publicly_accessible,,,,,pit_stop,POINT (-122.394598 37.7946278),3,Financial District/South Beach,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Beach Chalet,755820951004372731,restroom,0,0,0,0,37.76959000789354,-122.51011435778473,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.510114358 37.769590008),4,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Southeast Community Center Restroom,2641768654156405405,restroom,0,0,0,0,37.7428,-122.387319,1550 Evans Ave,San Francisco,CA,94124,,limited_access,07:00:00,19:00:00,Weekdays,,puc,POINT (-122.387319 37.7428),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
South Beach Harbor,5535662967239792186,drinking_water,1,1,0,1,37.7803467,-122.3877,Pier 40A The Embarcadero,San Francisco,CA,94107,,publicly_accessible,,,Daily,Outside of playground,port,POINT (-122.3877 37.7803467),6,Mission Bay,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Shipwright's Cottage,3641541153074967989,restroom,0,0,0,0,37.73226037152034,-122.37577103552854,900 Innes St,San Francisco,CA,94124,900 Innes,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.375771036 37.732260372),10,Bayview Hunters Point,2024/10/10 11:56:33 AM,2025/03/01 09:05:55 AM
Visitacion Valley Branch Library,5445528273876891131,drinking_water,1,0,0,0,37.71245320600008,-122.40788422599996,201 Leland Ave,San Francisco,CA,94134,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.407884226 37.712453206),10,Visitacion Valley,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
